iter	Passed	Remaining
760	3902	1225
761	3906	1220
762	3911	1214
763	3915	1209
764	3919	1204
765	3924	1198
766	3928	1193
767	3932	1187
768	3936	1182
769	3940	1176
770	3944	1171
771	3948	1166
772	3953	1160
773	3957	1155
774	3961	1150
775	3965	1144
776	3969	1139
777	3973	1133
778	3977	1128
779	3981	1123
780	3986	1117
781	3990	1112
782	3994	1107
783	3998	1101
784	4001	1096
785	4006	1090
786	4009	1085
787	4013	1079
788	4017	1074
789	4022	1069
790	4026	1063
791	4030	1058
792	4034	1053
793	4038	1047
794	4043	1042
795	4047	1037
796	4051	1032
797	4055	1026
798	4059	1021
799	4063	1015
800	4067	1010
801	4072	1005
802	4076	1000
803	4080	994
804	4084	989
805	4088	984
806	4092	978
807	4096	973
808	4100	968
809	4104	962
810	4108	957
811	4112	952
812	4116	946
813	4120	941
814	4125	936
815	4129	931
816	4133	925
817	4137	920
818	4140	915
819	4144	909
820	4149	904
821	4153	899
822	4157	894
823	4161	888
824	4165	883
825	4169	878
826	4172	872
827	4176	867
828	4180	862
829	4184	857
830	4189	852
831	4193	846
832	4197	841
833	4201	836
834	4205	831
835	4209	825
836	4213	820
837	4218	815
838	4222	810
839	4228	805
840	4232	800
841	4236	795
842	4241	789
843	4245	784
844	4249	779
845	4254	774
846	4259	769
847	4263	764
848	4268	759
849	4273	754
850	4277	749
851	4283	744
852	4288	738
853	4292	733
854	4298	728
855	4302	723
856	4306	718
857	4310	713
858	4314	708
859	4318	703
860	4322	697
861	4327	692
862	4331	687
863	4335	682
864	4339	677
865	4343	672
866	4347	666
867	4351	661
868	4355	656
869	4359	651
870	4364	646
871	4369	641
872	4374	636
873	4378	631
874	4383	626
875	4388	621
876	4393	616
877	4397	611
878	4402	606
879	4406	600
880	4411	595
881	4416	590
882	4420	585
883	4425	580
884	4429	575
885	4434	570
886	4439	565
887	4444	560
888	4449	555
889	4453	550
890	4458	545
891	4463	540
892	4468	535
893	4472	530
894	4477	525
895	4482	520
896	4487	515
897	4491	510
898	4497	505
899	4501	500
900	4506	495
901	4511	490
902	4515	485
903	4520	480
904	4525	475
905	4530	470
906	4535	465
907	4539	459
908	4544	454
909	4548	449
910	4553	444
911	4557	439
912	4562	434
913	4566	429
914	4571	424
915	4575	419
916	4579	414
917	4583	409
918	4587	404
919	4591	399
920	4595	394
921	4599	389
922	4603	384
923	4607	378
924	4611	373
925	4615	368
926	4619	363
927	4624	358
928	4628	353
929	4632	348
930	4637	343
931	4641	338
932	4645	333
933	4650	328
934	4654	323
935	4658	318
936	4662	313
937	4666	308
938	4670	303
939	4674	298
940	4679	293
941	4683	288
942	4687	283
943	4691	278
944	4694	273
945	4699	268
946	4703	263
947	4707	258
948	4711	253
949	4716	248
950	4719	243
951	4724	238
952	4728	233
953	4733	228
954	4737	223
955	4741	218
956	4745	213
957	4749	208
958	4753	203
959	4757	198
960	4761	193
961	4764	188
962	4768	183
963	4772	178
964	4776	173
965	4780	168
966	4784	163
967	4788	158
968	4792	153
969	4796	148
970	4799	143
971	4803	138
972	4807	133
973	4812	128
974	4816	123
975	4820	118
976	4823	113
977	4827	108
978	4831	103
979	4836	98
980	4840	93
981	4844	88
982	4848	83
983	4853	78
984	4857	73
985	4861	69
986	4865	64
987	4869	59
988	4873	54
989	4877	49
990	4881	44
991	4885	39
992	4890	34
993	4894	29
994	4898	24
995	4902	19
996	4906	14
997	4910	9
998	4915	4
999	4918	0
